c_year,roa,scaled_roa
1084887_2006,0.0058602639,0.7300555356349433
1090009_2006,0.0076588709,0.7378801518731828
1092099_2006,0.0074429447,0.736940791773516
1099958_2006,0.0046983249,0.7250006644111331
1102112_2006,0.01368514,0.7640966867003354
1102266_2006,0.007853480999999999,0.7387267789287794
1102287_2006,0.014159347,0.766159665323507
1102595_2006,0.010885023,0.7519151256660626
1103764_2006,0.0090121003,0.7437672082102831
1106980_2006,0.0086443564,0.7421673840733518
1108236_2006,0.015003237,0.7698309038971852
1109242_2006,0.017622743,0.7812267392207248
1109525_2006,0.0052133091,0.7272410391754683
1109848_2006,0.011098948,0.7528457797938211
1115055_2006,0.0083685508,0.7409675260852769
1115568_2006,0.014473458,0.7675261661940193
1118237_2006,0.0024080637,0.7150371676743086
1128361_2006,0.01651502,0.7764077279674209
1130144_2006,0.015793276999999998,0.7732678747378741
1132651_2006,0.013046386,0.7613178668021361
1137547_2006,0.019695893,0.7902457206626441
1138817_2006,0.0098353429,0.747348622836141
1139812_2006,0.008412069599999999,0.7411568492165383
1143848_2006,0.00023205916,0.7055707303379884
1156953_2006,0.0043636444,0.7235446784870696
1159427_2006,0.0029224521000000003,0.7172749504847847
1168455_2006,0.010992331,0.7523819557847561
1170833_2006,0.013000944,0.7611201770282733
1172353_2006,0.0047763023,0.7253398953994789
1172678_2006,0.013665119,0.7640095878278714
1174820_2006,0.014190761,0.7662963280266478
1178970_2006,0.0093479604,0.7452283258375562
1181001_2006,0.006950964699999999,0.7348004939225186
1210227_2006,0.006482924300000001,0.7327643423263154
1236964_2006,0.008142259,0.739983071730957
1262276_2006,-0.024011038,0.6001041488650197
1263762_2006,0.0071794777,0.7357946113314071
1264755_2006,0.0067382795,0.7338752333905885
1279410_2006,0.0085199215,0.7416260455045908
1285224_2006,0.016899314,0.7780795512576995
1295401_2006,0.0093644327,0.7452999865316717
1304366_2006,0.0099587422,0.7478854561557975
1304740_2006,0.011958797,0.7565864460137535
1313730_2006,0.008887233199999999,0.743223989409132
1323033_2006,0.0076164603,0.7376956498283038
1324410_2006,0.0089752264,0.7436067928907012
16614_2007,0.004398682199999999,0.7236971060817761
34782_2007,0.0068671657,0.7344359367868306
36029_2007,0.016118899,0.7746844527833993
37808_2007,0.011445099,0.7543516667026805
46195_2007,0.017540725,0.7808699301042097
52617_2007,-0.008866699399999999,0.6659877119374175
90498_2007,0.01016176,0.7487686598654081
92339_2007,0.0069650863,0.7348619281884087
101382_2007,0.007943200899999999,0.7391170942041192
102212_2007,0.012956621,0.7609273553248509
106926_2007,0.01369823,0.7641536331186238
203596_2007,0.0082961172,0.7406524127098958
311094_2007,0.019692214,0.7902297156303383
314489_2007,0.007507169599999999,0.7372201942196531
315849_2007,0.0063242447,0.7320740264458383
318300_2007,0.0097128004,0.7468155169184089
350852_2007,0.012618322,0.7594556275662132
351077_2007,0.007466469,0.7370431313172703
351569_2007,0.0071745021,0.7357729656019314
353191_2007,0.0068850042,0.7345135409642667
354647_2007,0.009625732,0.7464367366643135
354869_2007,0.011828762,0.7560207449058742
356171_2007,0.012972194,0.7609951037260737
356708_2007,0.015457742,0.7718081714177504
357264_2007,0.013680942,0.7640784238230264
700564_2007,0.0095909731,0.7462855223893978
700733_2007,0.011199911000000002,0.7532850067785162
700863_2007,0.0052831499,0.7275448728966601
701347_2007,0.0010221136,0.7090077639981027
702325_2007,0.0099065462,0.7476583839442631
702513_2007,0.0098766508,0.7475283277217039
702902_2007,0.0068139876,0.7342045920712931
705200_2007,0.008998299,0.7437071673697387
705432_2007,0.007596335799999999,0.7376081006919519
707179_2007,0.0095448382,0.7460848182401927
707604_2007,0.0081608277,0.7400638525527502
707605_2007,0.0033529382000000003,0.7191477267657601
708781_2007,0.019705661,0.7902882151327619
708955_2007,0.010589983,0.7506315908110719
711669_2007,0.007070789100000001,0.7353217750839826
712537_2007,0.0078608096,0.7387586610923446
712771_2007,0.0037891406,0.7210453710995134
713095_2007,0.0075556738,0.7374312057140723
714310_2007,0.012018864,0.7568477600326483
714395_2007,0.0083104325,0.7407146896435647
714530_2007,-0.0027525593,0.6925865186302251
714756_2007,0.005438515,0.7282207694567846
715072_2007,0.008609781,0.7420169680923823
715579_2007,0.0085651232,0.7418226898831659
716605_2007,0.014132245,0.7660417614405082
717059_2007,0.006363602800000001,0.7322452489688054
717306_2007,0.008494541,0.7415156307934089
717538_2007,0.010936079,0.7521372384492662
719220_2007,0.016410763999999998,0.7759541751954513
720002_2007,0.0086223315,0.7420715674829652
721994_2007,0.0096579762,0.7465770110493843
722256_2007,0.014794821,0.768924215989316
723188_2007,0.0091305971,0.7442827138129297
723458_2007,0.0038261341,0.7212063067240324
726601_2007,0.011345294,0.7539174774530792
726990_2007,0.0040268931,0.7220796838049471
729986_2007,0.011341708999999998,0.7539018813560919
730708_2007,0.004035334099999999,0.7221164053264729
737468_2007,0.009370299999999998,0.7453255114911846
740971_2007,0.0096880822,0.7467079834610721
741516_2007,0.014818306000000003,0.7690263845633042
742054_2007,0.0049356022,0.7260329098180205
744126_2007,0.0083834277,0.741032246189955
745981_2007,0.010275673,0.7492642242157895
747345_2007,0.012732473,0.7599522273060181
750574_2007,0.01004561,0.7482633637245215
750577_2007,0.012201495,0.7576422735023534
750686_2007,0.011814505,0.7559587215991104
754597_2007,0.0057154638,0.7294256007943924
759718_2007,0.0047781472,0.7253479214076608
763907_2007,0.0086502954,0.7421932209548044
764038_2007,0.0083032269,0.740683342576214
764241_2007,0.009166819,0.7444402926875364
764402_2007,0.0082687046,0.7405331576001957
765207_2007,0.010709994,0.7511536837526469
767405_2007,0.0058034905,0.7298085500135485
770460_2007,0.011889704,0.7562858655035316
773845_2007,0.0090748882,0.744040359166498
775662_2007,0.006640289399999999,0.7334489396378971
776901_2007,0.010251722,0.7491600283667119
783739_2007,0.0027614913,0.7165747105271953
790359_2007,0.0096751573,0.7466517552898164
796317_2007,0.0072493977,0.7360987896023565
796534_2007,0.014279325,0.7666816147026829
797871_2007,0.005280169699999999,0.7275319079069136
801337_2007,0.0056256959,0.7290350767010176
806279_2007,0.010719686,0.7511958475942093
811589_2007,0.0094120223,0.7455070191724494
811831_2007,0.0033890025,0.719304620021152
814184_2007,0.016699448000000002,0.7772100590623104
818969_2007,0.0049698022,0.7261816926679415
821127_2007,0.0006116045400000001,0.7072218953470742
822662_2007,0.0039336276000000005,0.7216739438374237
826154_2007,0.014190167,0.7662937439034649
832847_2007,0.0086035691,0.7419899439933934
834285_2007,0.006774521,0.7340328975325595
835012_2007,0.013244569,0.7621800373151737
840256_2007,-0.01612344,0.6344181637618287
846617_2007,0.013654383,0.7639628821940483
854395_2007,0.010716279,0.7511810258641016
854560_2007,0.012048614,0.7569771837105765
855574_2007,0.0027741916,0.7166299616040623
857855_2007,0.0070660249,0.7353010490239359
859070_2007,0.013783365,0.7645240023562853
861842_2007,0.01206139,0.7570327641108863
862831_2007,0.0088321287,0.7429842641297908
865911_2007,0.012519984,0.7590278203178059
868671_2007,0.014240876,0.7665143471062907
879635_2007,0.0091631897,0.7444245038689044
883948_2007,0.0085843513,0.7419063393427147
887343_2007,0.010186827,0.7488777107337989
887919_2007,0.012961193,0.7609472452426824
889936_2007,0.002366035,0.7148543270379205
891098_2007,0.011676161,0.7553568732193015
891106_2007,0.007678249399999998,0.7379644556292411
893847_2007,0.0065228082,0.7329378522768406
906465_2007,0.0039124615000000005,0.7215818633497127
908837_2007,0.008540783100000001,0.7417168013028922
913341_2007,0.010794353,0.7515206770987429
914138_2007,0.0036415497,0.7204032952303789
920112_2007,0.0078529445,0.7387244449522009
921547_2007,0.0092776651,0.7449225148705956
921557_2007,0.007870513,0.7388008745281902
921590_2007,0.0048721479,0.72575685977142
922487_2007,0.00044115059,0.7064803566201361
923529_2007,0.008719032600000001,0.7424922536013421
925464_2007,0.0023253919,0.7146775142821421
927807_2007,0.0096171349,0.7463993360491366
932781_2007,0.0070100934,0.7350577259838671
933590_2007,0.0042534433000000005,0.7230652622963554
934547_2007,0.0090295961,0.7438433215139569
946090_2007,-0.0080709197,0.6694496526296762
946673_2007,0.0082185203,0.7403148370395147
946738_2007,-0.013720888999999998,0.6448701633191518
1000234_2007,0.0043984898,0.7236962690694858
1002682_2007,0.013226038999999998,0.7620994248529213
1004740_2007,-0.0017147688,0.6971012972328829
1005817_2007,0.011176715,0.7531840954631136
1010002_2007,0.013888836000000002,0.7649828408347652
1013796_2007,-0.0016757352,0.6972711080589261
1019650_2007,0.0082952445,0.7406486161369974
1019883_2007,0.0057351729,0.7295113427846667
1024321_2007,0.00033064155,0.70599960077472
1025536_2007,-0.0026908757,0.692854865466523
1028734_2007,0.0096293958,0.7464526755709083
1036070_2007,0.010660778,0.7509395756607841
1042521_2007,-0.005381814699999999,0.6811482697535564
1046025_2007,0.012085029,0.7571356026427366
1046050_2007,0.012658797,0.7596317090238316
1047170_2007,0.0094463108,0.7456561870306224
1051379_2007,0.0050306246,0.7264462929606618
1053352_2007,0.010461071,0.750070775175136
1057706_2007,0.0039644078,0.7218078492724277
1057706_2007,0.0039644078,0.7218078492724277
1058690_2007,0.010651839,0.7509006876521453
1060523_2007,0.0026520223,0.7160984792465521
1061068_2007,-0.0064409091,0.6765408111814122
1061580_2007,0.00866755,0.7422682849478526
1066254_2007,0.007473337900000002,0.7370730136131131
1068300_2007,0.008340721,0.7408464559988228
1068851_2007,0.013205661,0.7620107728963221
1071264_2007,0.0075466498,0.7373919479234966
1071992_2007,0.0051779021,0.7270870054220429
1072847_2007,-0.0036773188,0.688563467346556
1074902_2007,0.0098566692,0.7474414002540436
1076394_2007,0.0025330638,0.7155809650754316
1077428_2007,0.0068623559,0.7344150123496508
1077771_2007,0.0075860429,0.7375633227096142
1082368_2007,0.0020931135,0.7136670159684847
1082484_2007,0.0050141565,0.7263746505381242
1083643_2007,0.010110309,0.7485448286837916
1084717_2007,0.013626246000000002,0.7638404756721703
1084727_2007,0.0056143655,0.7289857852038614
1090009_2007,0.0054686219,0.7283517457838105
1098146_2007,0.0033162856,0.718988274184327
1099958_2007,-0.0039567859,0.6873476804577506
1102112_2007,0.017440683999999998,0.7804347141659366
1102266_2007,0.0064061177,0.7324302047578728
1102287_2007,0.01304189,0.76129830751286
1106980_2007,0.0099288961,0.7477556144067616
1107160_2007,0.0041962708000000005,0.7228165404400073
1108236_2007,0.014778145,0.7688516691236645
1109242_2007,-0.015191732,0.6384714436312484
1109525_2007,0.0061234063,0.7312003039450907
1109848_2007,0.0086234547,0.7420764538249836
1115055_2007,0.006072737700000001,0.7309798764974444
1115568_2007,0.0034334278000000005,0.7194978867680115
1118237_2007,0.0049543744,0.7261145759412745
1128361_2007,0.013699291,0.7641582488672719
1130144_2007,0.017039316000000002,0.7786886125604665
1132651_2007,0.012777523999999998,0.7601482160829709
1137547_2007,0.014586992,0.7680200817519995
1138817_2007,0.0093699852,0.7453241419929052
1139812_2007,0.011980416,0.7566804967866319
1143848_2007,0.0059808479,0.7305801213418108
1156953_2007,0.005898238199999999,0.730220738107977
1159427_2007,0.004813973300000001,0.7255037784035542
1168455_2007,0.0093199294,0.7451063804555054
1170833_2007,0.011124316,0.7529561401253063
1172353_2007,0.0016762462,0.7118534865844831
1172678_2007,0.011481011,0.7545078973958489
1174820_2007,0.010546158,0.7504409355947624
1178970_2007,0.0058779214000000005,0.7301323523943726
1181001_2007,-0.0052543869,0.6817026285618358
1210227_2007,0.0065816487,0.7331938305599042
1212545_2007,0.0065539018,0.733073121119598
1228454_2007,0.007876098199999999,0.7388251722467101
1234383_2007,0.00275916,0.716564568496259
1263762_2007,0.0028069878,0.7167726373965353
1264755_2007,0.0028977038,0.7171672860811386
1285224_2007,0.012202822,0.7576480464509454
1295401_2007,0.0091431802,0.7443374550257613
1304366_2007,0.012042956,0.7569525692847037
1304740_2007,0.014023685,0.7655694846514023
1313730_2007,0.0090840943,0.7440804091604939
1323033_2007,0.0076609198,0.7378890653580132
1324410_2007,-0.058225784,0.4512571483035646
1331520_2007,0.008921597199999999,0.7433734857206725
1343034_2007,0.0069548525,0.7348174073132765
1366367_2007,0.0074789956999999985,0.7370976271689107
1370291_2007,0.0063922545,0.7323698946290709
34782_2008,0.0074786511,0.7370961280294346
36029_2008,0.016549697,0.7765585859465645
37808_2008,0.0042553265,0.7230734549239277
46195_2008,0.017857894,0.7822497344237004
52617_2008,-0.069283307,0.40315276862501015
90498_2008,0.0092059514,0.7446105333307016
92339_2008,-0.034105267,0.5561904600236514
93451_2008,0.0072271703,0.7360020920608848
101382_2008,0.0089349197,0.7434314436013179
102212_2008,0.0098762615,0.7475266341204326
106926_2008,0.0047320379,0.7251473286280742
203596_2008,0.0072992533,0.7363156801945355
311094_2008,0.014836593,0.7691059398842546
314489_2008,-0.0085081188,0.6675476722764341
315849_2008,-0.0047849398,0.6837448998315765
318300_2008,0.0037231476,0.7207582767540505
350852_2008,0.0078093614,0.7385348420917801
351077_2008,-0.030036032,0.5738931612019589
351569_2008,-0.0016268607000000002,0.6974837304974776
353191_2008,-0.002039677,0.6956878244855529
354647_2008,0.0094851591,0.745825191732043
354869_2008,0.010764389,0.7513903224404086
356171_2008,0.0082214577,0.7403276158331802
356708_2008,-0.009590121,0.6628405561671724
357264_2008,-0.002376155,0.6942240187611171
700564_2008,-0.00034704746,0.7030513989540208
700733_2008,0.0034318324,0.719490946178574
700863_2008,0.006037131899999999,0.7308249778893241
701347_2008,-0.025479529,0.5937156612608303
702325_2008,0.005784947,0.7297278788212237
702513_2008,0.0028338418,0.7168894623863534
702902_2008,0.0045702504,0.7244434922148699
705200_2008,-0.0043781847,0.6855144373461345
705432_2008,0.011367887,0.7540157654919174
707179_2008,0.007934832900000001,0.7390806902600215
707604_2008,0.0084778387,0.7414429695128757
707605_2008,0.0056974194,0.7293471008745938
708781_2008,0.021470174,0.7979645096609076
708955_2008,0.0062073856,0.7315656454535225
711669_2008,0.0016195955,0.7116070347541902
712534_2008,0.0043138233,0.7233279379828533
712537_2008,0.006705229599999999,0.733731453907793
712771_2008,0.00570902,0.7293975678432719
713095_2008,0.0019957614,0.7132434977555084
714310_2008,0.0063588927,0.7322247582640857
714395_2008,0.010751342,0.7513335630882765
714530_2008,-0.0273748,0.5854705203031534
714756_2008,-0.019328538,0.620474783214578
715072_2008,0.0064725862,0.7327193677069948
715579_2008,0.0069050323,0.7346006707243984
716457_2008,-0.021863369,0.6094473159558648
716605_2008,0.012259441,0.7578943603743277
717059_2008,-0.0025090019,0.6936460848317263
717538_2008,0.012273841,0.7579570057848207
719220_2008,0.01356422,0.763570639267223
720002_2008,0.0066045136,0.733293301465903
721994_2008,0.008286627,0.7406111267741555
722256_2008,0.012152041,0.7574271300210671
723188_2008,0.0088780634,0.7431840973337751
723458_2008,0.0010670241,0.7092031415472658
726601_2008,0.006117654,0.7311752792787867
726990_2008,-0.10261263,0.2581576907923728
729986_2008,0.010732291,0.7512506840802694
730708_2008,-0.019701129,0.6188538723714524
737468_2008,0.007476734,0.7370877879241252
740971_2008,0.0081320778,0.7399387796855881
741516_2008,0.010163663,0.7487769386304197
742054_2008,-0.0016955755,0.6971847952993563
744126_2008,0.0041971174,0.7228202234680992
745981_2008,0.005910451999999999,0.730273872727052
747345_2008,0.0084288009,0.7412296366579677
750574_2008,0.0088971406,0.7432670903216264
750577_2008,0.0091200899,0.7442370035450733
750686_2008,0.006549231700000001,0.7330528044299075
754597_2008,-0.030005921,0.5740241553655252
759718_2008,-0.084670961,0.3362106921420377
763907_2008,0.0054121031,0.7281058677680762
764038_2008,0.0057053324,0.7293815253977349
764241_2008,-0.033027016,0.5608812570034796
764402_2008,-0.0018202373,0.6966424696303424
764811_2008,-0.029254552000000007,0.57729289282641
765207_2008,0.010585754,0.7506131930721154
767405_2008,0.0079331649,0.7390734338333061
769207_2008,0.0011564747,0.7095922852664219
770460_2008,0.005615746600000001,0.7289917935077802
775662_2008,0.00046082199,0.7065659346012454
776901_2008,0.0066044382,0.733292973447573
783739_2008,0.0006014815900000001,0.7071778567110916
790359_2008,0.010935539,0.7521348892463727
796317_2008,0.0075744609,0.7375129366579246
796534_2008,0.014532155,0.7677815201981658
797871_2008,-0.040222384,0.5295787026973369
801337_2008,-0.018302916,0.6249366242701815
802681_2008,0.008099216,0.7397958185084672
806279_2008,0.0063534663,0.7322011513852316
811589_2008,0.0080001689,0.7393649264086308
811808_2008,0.0014135439,0.7107106328746939
811831_2008,0.0032276181,0.718602537244404
814184_2008,0.0077034198,0.7380739563264823
818969_2008,-0.0060166027,0.6783867034454971
821127_2008,-0.053500403,0.47181433111474463
822662_2008,-0.0069399974,0.6743695895546226
826154_2008,0.012457893,0.7587577011384362
832847_2008,0.0030470528000000005,0.7178170103458417
834285_2008,-0.00049580872,0.7024042315791486
835012_2008,-0.0034451494,0.689573491469259
846617_2008,0.010428349,0.749928422180542
854395_2008,0.0047165961,0.725080150996147
854560_2008,-0.0016647099,0.6973190722564475
855574_2008,0.0015986986,0.7115161253876254
857855_2008,-0.0074465144,0.6721660502916572
859070_2008,0.00091642991,0.7085480002382091
861842_2008,0.0043617864,0.7235365954889657
862831_2008,-0.013645856,0.6451965850612021
865911_2008,-0.059064034,0.44761044584899606
868671_2008,0.011821634,0.7559897354276801
879635_2008,0.0062694391,0.7318356014938023
883948_2008,0.0056874556,0.7293037546009083
887343_2008,0.001926977,0.7129442597712364
887919_2008,0.010402159,0.7498144858402077
889936_2008,-0.0091727283,0.6646563712385819
891098_2008,0.0076021967,0.7376335978090602
891106_2008,-0.026232621,0.5904394281025649
893847_2008,-0.023932971,0.6004437696470308
894671_2008,0.0091254991,0.7442605355974649
906465_2008,0.004178424799999999,0.7227389036347532
908837_2008,0.0072993534,0.7363161156671459
913341_2008,0.0048863036,0.7258184423851225
914138_2008,0.002598481,0.7158655544745499
920112_2008,0.0031105143,0.7180930917151475
921547_2008,0.0020432281,0.713449995735109
921557_2008,0.0085424874,0.7417242156482466
921590_2008,0.0024848809,0.715371351356734
922487_2008,-0.032394055,0.5636348751750825
923529_2008,-0.046850845,0.5007424068444147
925464_2008,-0.08937497400000001,0.31574646815942814
927807_2008,0.0031982984,0.7184749855331517
932781_2008,-0.010447024,0.6591127061541368
933590_2008,0.00093575864,0.7086320874760674
934547_2008,0.0090339035,0.7438620603223707
946090_2008,-0.011538841,0.6543628919771732
946673_2008,-0.027919443,0.5831011186151563
1000234_2008,-0.0073417095,0.6726219909848642
1002682_2008,-0.022729332,0.6056800515387272
1005817_2008,0.01040338,0.7498197976489724
1010002_2008,-0.023485824,0.6023890271029844
1013796_2008,-0.012999078999999998,0.6480103080238725
1019650_2008,0.0045581614,0.7243909005226858
1019883_2008,-0.0024112787,0.6940712174691356
1025536_2008,-0.028373467000000006,0.5811259436253167
1028734_2008,0.00049473322,0.7067134611931671
1036070_2008,0.0031831407,0.7184090438429691
1042521_2008,-0.094044603,0.2954318274958737
1046025_2008,0.006712501899999999,0.7337630911452047
1047170_2008,0.0029209703000000003,0.7172685040980299
1051343_2008,0.0022542509,0.7143680242024278
1051379_2008,-0.044331539,0.5117023345199403
1053352_2008,0.0011752723,0.7096740618892194
1057706_2008,0.0056403205000000005,0.7290986992058993
1058690_2008,0.0092615746,0.7448525151499332
1060523_2008,0.00016401368,0.7052747069333499
1061580_2008,-0.0050164564,0.6827377156341492
1066254_2008,0.0040612887,0.7222293175883606
1068300_2008,0.0011612175,0.7096129182284279
1068851_2008,0.0093147717,0.7450839425226096
1071264_2008,8.0645346e-05,0.7049120233565755
1071992_2008,-0.033661541,0.5581208348442369
1072847_2008,0.0026787869,0.71621491531278
1074902_2008,0.010162667,0.748772605656194
1076394_2008,-0.010775806,0.6576823809213088
1077428_2008,0.0047208169,0.7250985130620227
1077771_2008,0.0059370403,0.730389541822039
